"","rcept_no","reprt_code","bsns_year","corp_code","sj_div","sj_nm","account_id","account_nm","account_detail","thstrm_nm","thstrm_amount","frmtrm_nm","frmtrm_amount","ord","currency","thstrm_add_amount"
"1","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_CurrentAssets","유동자산","-","제 2 기","372780446028","제 1 기","263898991349","1","KRW",NA
"2","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_CashAndCashEquivalents","현금및현금성자산","-","제 2 기","76665885310","제 1 기","22624703094","2","KRW",NA
"3","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_TradeAndOtherCurrentReceivables","매출채권및기타채권","-","제 2 기","170049285344","제 1 기","138953909502","3","KRW",NA
"4","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_OtherCurrentFinancialAssets","기타금융자산","-","제 2 기","1470105600","제 1 기","217480000","4","KRW",NA
"5","20220316001352","11011","2021","01478712","BS","재무상태표","dart_OtherCurrentAssets","기타유동자산","-","제 2 기","13769253408","제 1 기","9377032982","5","KRW",NA
"6","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_Inventories","재고자산","-","제 2 기","110825916366","제 1 기","92725865771","6","KRW",NA
"7","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_NoncurrentAssets","비유동자산","-","제 2 기","568233952561","제 1 기","545278129857","7","KRW",NA
"8","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_PropertyPlantAndEquipment","유형자산","-","제 2 기","539342237250","제 1 기","522157891748","8","KRW",NA
"9","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_IntangibleAssetsOtherThanGoodwill","무형자산","-","제 2 기","13381371983","제 1 기","14243127102","9","KRW",NA
"10","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_RightofuseAssets","사용권자산","-","제 2 기","986479071","제 1 기","4255753290","10","KRW",NA
"11","20220316001352","11011","2021","01478712","BS","재무상태표","dart_LongTermTradeAndOtherNonCurrentReceivablesGross","기타채권","-","제 2 기","151106571","제 1 기","196268728","11","KRW",NA
"12","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_OtherNoncurrentFinancialAssets","기타금융자산","-","제 2 기","144946020","제 1 기","302156623","12","KRW",NA
"13","20220316001352","11011","2021","01478712","BS","재무상태표","dart_OtherNonCurrentAssets","기타비유동자산","-","제 2 기","15084464","제 1 기","48620596","13","KRW",NA
"14","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_DeferredTaxAssets","이연법인세자산","-","제 2 기","14212727202","제 1 기","4074311770","14","KRW",NA
"15","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_Assets","자산총계","-","제 2 기","941014398589","제 1 기","809177121206","15","KRW",NA
"16","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_CurrentLiabilities","유동부채","-","제 2 기","182382542307","제 1 기","157632171861","17","KRW",NA
"17","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_TradeAndOtherCurrentPayables","매입채무및기타채무","-","제 2 기","112344699170","제 1 기","123196807027","18","KRW",NA
"18","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_ShorttermBorrowings","단기차입금","-","제 2 기","1000000000","제 1 기","9080570944","19","KRW",NA
"19","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_OtherCurrentFinancialLiabilities","기타금융부채","-","제 2 기","53411230","제 1 기","48600000","20","KRW",NA
"20","20220316001352","11011","2021","01478712","BS","재무상태표","dart_OtherCurrentLiabilities","기타유동부채","-","제 2 기","45392769010","제 1 기","21588554964","21","KRW",NA
"21","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_CurrentProvisions","충당부채","-","제 2 기","3836705450","제 1 기","2770576578","22","KRW",NA
"22","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_CurrentLeaseLiabilities","리스부채","-","제 2 기","262501855","제 1 기","468259673","23","KRW",NA
"23","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_CurrentTaxLiabilities","당기법인세부채","-","제 2 기","19492455592","제 1 기","478802675","24","KRW",NA
"24","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_NoncurrentLiabilities","비유동부채","-","제 2 기","76748972230","제 1 기","13764009161","25","KRW",NA
"25","20220316001352","11011","2021","01478712","BS","재무상태표","dart_PostemploymentBenefitObligations","확정급여부채","-","제 2 기","8686573597","제 1 기","589472255","26","KRW",NA
"26","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_OtherNoncurrentFinancialLiabilities","기타금융부채","-","제 2 기","","제 1 기","15980000","27","KRW",NA
"27","20220316001352","11011","2021","01478712","BS","재무상태표","dart_OtherNonCurrentLiabilities","기타비유동부채","-","제 2 기","67905757659","제 1 기","8946247972","28","KRW",NA
"28","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_NoncurrentLeaseLiabilities","리스부채","-","제 2 기","156640974","제 1 기","4212308934","29","KRW",NA
"29","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_Liabilities","부채총계","-","제 2 기","259131514537","제 1 기","171396181022","30","KRW",NA
"30","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_EquityAttributableToOwnersOfParent","지배기업의 소유주에게 귀속되는 자본","-","제 2 기","681882884052","제 1 기","637780940184","32","KRW",NA
"31","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_IssuedCapital","자본금","-","제 2 기","25756222000","제 1 기","25756222000","33","KRW",NA
"32","20220316001352","11011","2021","01478712","BS","재무상태표","dart_CapitalSurplus","자본잉여금","-","제 2 기","545104850719","제 1 기","545104850719","34","KRW",NA
"33","20220316001352","11011","2021","01478712","BS","재무상태표","dart_ElementsOfOtherStockholdersEquity","기타자본","-","제 2 기","-15371708","제 1 기","-15371708","35","KRW",NA
"34","20220316001352","11011","2021","01478712","BS","재무상태표","dart_OtherComprehensiveIncomeLossAccumulatedAmount","기타포괄손익누계액","-","제 2 기","209273610","제 1 기","-3147999654","36","KRW",NA
"35","20220316001352","11011","2021","01478712","BS","재무상태표","-표준계정코드 미사용-","기타적립금","-","제 2 기","1750000000","제 1 기","","37","KRW",NA
"36","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_RetainedEarnings","이익잉여금","-","제 2 기","109077909431","제 1 기","70083238827","38","KRW",NA
"37","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_Equity","자본총계","-","제 2 기","681882884052","제 1 기","637780940184","40","KRW",NA
"38","20220316001352","11011","2021","01478712","BS","재무상태표","ifrs-full_EquityAndLiabilities","부채및자본총계","-","제 2 기","941014398589","제 1 기","809177121206","41","KRW",NA
"39","20220316001352","11011","2021","01478712","CIS","포괄손익계산서","ifrs-full_Revenue","매출액","-","제 2 기","1000931518781","제 1 기","610919903315","0","KRW",""
