"","rcept_no","reprt_code","bsns_year","corp_code","sj_div","sj_nm","account_id","account_nm","account_detail","thstrm_nm","thstrm_amount","frmtrm_nm","frmtrm_amount","ord","currency","thstrm_add_amount"
"1","20220315001026","11011","2021","01515323","BS","재무상태표","ifrs-full_CurrentAssets","유동자산","-","제 2 기","9535827000000","제 1 기","9085706000000","1","KRW",NA
"2","20220315001026","11011","2021","01515323","BS","재무상태표","ifrs-full_CashAndCashEquivalents","현금및현금성자산","-","제 2 기","1282880000000","제 1 기","1493145000000","2","KRW",NA
"3","20220315001026","11011","2021","01515323","BS","재무상태표","-표준계정코드 미사용-","매출채권","-","제 2 기","2914458000000","제 1 기","2931150000000","3","KRW",NA
"4","20220315001026","11011","2021","01515323","BS","재무상태표","ifrs-full_TradeAndOtherCurrentReceivables","기타수취채권","-","제 2 기","814843000000","제 1 기","819075000000","4","KRW",NA
"5","20220315001026","11011","2021","01515323","BS","재무상태표","ifrs-full_OtherCurrentFinancialAssets","기타유동금융자산","-","제 2 기","21499000000","제 1 기","23821000000","5","KRW",NA
"6","20220315001026","11011","2021","01515323","BS","재무상태표","ifrs-full_CurrentTaxAssets","선급법인세","-","제 2 기","149413000000","제 1 기","14944000000","6","KRW",NA
"7","20220315001026","11011","2021","01515323","BS","재무상태표","dart_OtherCurrentAssets","기타유동자산","-","제 2 기","456931000000","제 1 기","401600000000","7","KRW",NA
"8","20220315001026","11011","2021","01515323","BS","재무상태표","ifrs-full_Inventories","재고자산","-","제 2 기","3895803000000","제 1 기","3043138000000","8","KRW",NA
"9","20220315001026","11011","2021","01515323","BS","재무상태표","ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners","매각예정자산","-","제 2 기","","제 1 기","358833000000","9","KRW",NA
"10","20220315001026","11011","2021","01515323","BS","재무상태표","ifrs-full_NoncurrentAssets","비유동자산","-","제 2 기","14228310000000","제 1 기","10856089000000","10","KRW",NA
"11","20220315001026","11011","2021","01515323","BS","재무상태표","-표준계정코드 미사용-","장기매출채권","-","제 2 기","67055000000","제 1 기","26291000000","11","KRW",NA
"12","20220315001026","11011","2021","01515323","BS","재무상태표","dart_LongTermTradeAndOtherNonCurrentReceivablesGross","기타장기수취채권","-","제 2 기","92271000000","제 1 기","81585000000","12","KRW",NA
"13","20220315001026","11011","2021","01515323","BS","재무상태표","ifrs-full_OtherNoncurrentFinancialAssets","기타비유동금융자산","-","제 2 기","193820000000","제 1 기","","13","KRW",NA
"14","20220315001026","11011","2021","01515323","BS","재무상태표","ifrs-full_InvestmentsInAssociates","관계기업 및 공동기업투자자산","-","제 2 기","225567000000","제 1 기","48350000000","14","KRW",NA
"15","20220315001026","11011","2021","01515323","BS","재무상태표","ifrs-full_DeferredTaxAssets","이연법인세자산","-","제 2 기","1855198000000","제 1 기","1356096000000","15","KRW",NA
"16","20220315001026","11011","2021","01515323","BS","재무상태표","ifrs-full_PropertyPlantAndEquipment","유형자산","-","제 2 기","11050777000000","제 1 기","8683614000000","16","KRW",NA
"17","20220315001026","11011","2021","01515323","BS","재무상태표","ifrs-full_IntangibleAssetsOtherThanGoodwill","무형자산","-","제 2 기","455360000000","제 1 기","325786000000","17","KRW",NA
"18","20220315001026","11011","2021","01515323","BS","재무상태표","ifrs-full_InvestmentProperty","투자부동산","-","제 2 기","224325000000","제 1 기","255086000000","18","KRW",NA
"19","20220315001026","11011","2021","01515323","BS","재무상태표","dart_OtherNonCurrentAssets","기타비유동자산","-","제 2 기","63937000000","제 1 기","79281000000","19","KRW",NA
"20","20220315001026","11011","2021","01515323","BS","재무상태표","ifrs-full_Assets","자산총계","-","제 2 기","23764137000000","제 1 기","19941795000000","20","KRW",NA
"21","20220315001026","11011","2021","01515323","BS","재무상태표","ifrs-full_CurrentLiabilities","유동부채","-","제 2 기","9474017000000","제 1 기","6889227000000","22","KRW",NA
"22","20220315001026","11011","2021","01515323","BS","재무상태표","-표준계정코드 미사용-","매입채무","-","제 2 기","2177736000000","제 1 기","2592309000000","23","KRW",NA
"23","20220315001026","11011","2021","01515323","BS","재무상태표","ifrs-full_TradeAndOtherCurrentPayables","기타지급채무","-","제 2 기","2799603000000","제 1 기","1768709000000","24","KRW",NA
"24","20220315001026","11011","2021","01515323","BS","재무상태표","-표준계정코드 미사용-","차입금","-","제 2 기","2203376000000","제 1 기","1123038000000","25","KRW",NA
