"","StartPrice","HighPrice","LowPrice","EndPrice","Amount"
"1990-01-03",2020,2100,2020,2100,1700
"1990-01-04",2000,2150,2000,2150,14600
"1990-01-05",2100,2150,2100,2150,22400
"1990-01-06",2090,2200,2090,2200,28800
"1990-01-08",2150,2160,2120,2160,18100
"1990-01-09",2170,2200,2160,2200,51500
"1990-01-10",2200,2200,2140,2200,31800
"1990-01-11",2180,2190,2100,2190,20600
"1990-01-12",2160,2180,2160,2180,39400
"1990-01-13",2140,2180,2140,2180,10900
"1990-01-15",2120,2150,2120,2150,8200
"1990-01-16",2150,2150,2100,2150,39300
"1990-01-17",2130,2130,2130,2130,0
"1990-01-18",2100,2110,2100,2110,8400
"1990-01-19",2080,2110,2080,2110,5400
"1990-01-20",2040,2090,2040,2090,2400
"1990-01-22",2090,2130,2090,2130,11100
"1990-01-23",2130,2150,2080,2080,15200
"1990-01-24",2090,2130,2090,2130,10000
"1990-01-25",2130,2130,2110,2130,16800
"1990-01-29",2160,2160,2130,2130,16100
"1990-01-30",2130,2170,2100,2170,47000
"1990-01-31",2170,2200,2140,2200,103300
"1990-02-01",2150,2200,2130,2160,27300
"1990-02-02",2140,2150,2110,2150,9900
"1990-02-03",2140,2140,2110,2140,7200
"1990-02-05",2130,2130,2130,2130,2700
"1990-02-06",2130,2150,2120,2150,15600
"1990-02-07",2130,2130,2130,2130,9100
"1990-02-08",2130,2130,2080,2130,15800
"1990-02-09",2130,2150,2100,2130,18800
"1990-02-10",2130,2130,2130,2130,3100
"1990-02-12",2110,2120,2110,2110,12100
"1990-02-13",2050,2130,2050,2120,15400
"1990-02-14",2100,2120,2100,2100,9000
"1990-02-15",2120,2120,2110,2120,12400
"1990-02-16",2150,2150,2090,2120,14200
"1990-02-17",2100,2120,2080,2120,12100
"1990-02-19",2120,2120,2110,2120,9700
"1990-02-20",2100,2120,2090,2100,16400
"1990-02-21",2100,2100,2080,2100,8600
"1990-02-22",2080,2170,2070,2170,86700
"1990-02-23",2150,2150,2110,2130,17400
"1990-02-24",2120,2130,2110,2130,12600
"1990-02-26",2110,2110,2080,2100,5800
"1990-02-27",2110,2110,2100,2110,15700
"1990-02-28",2120,2120,2090,2100,28900
"1990-03-02",2878,2946,2878,2876,40600
"1990-03-03",2890,2890,2878,2876,23200
"1990-03-05",2850,2850,2823,2821,4000
"1990-03-06",2780,2823,2780,2821,6100
"1990-03-07",2782,2809,2767,2781,15300
"1990-03-08",2779,2807,2739,2807,21400
"1990-03-09",2807,2807,2752,2807,5500
"1990-03-12",2807,2807,2752,2793,11700
"1990-03-13",2752,2793,2739,2793,13600
"1990-03-14",2752,2752,2738,2738,17100
"1990-03-15",2710,2835,2710,2834,23600
"1990-03-16",2835,2835,2808,2834,3200
"1990-03-17",2835,2835,2793,2793,2300
"1990-03-19",2793,2793,2780,2793,8500
"1990-03-20",2820,2875,2807,2848,29300
"1990-03-21",2875,2875,2848,2848,64200
"1990-03-22",2848,2848,2807,2848,10300
"1990-03-23",2835,2835,2782,2781,10100
"1990-03-24",2782,2782,2767,2781,4400
"1990-03-26",2754,2782,2754,2781,8700
"1990-03-27",2779,2779,2752,2752,9300
"1990-03-28",2710,2738,2710,2738,6700
"1990-03-29",2710,2738,2710,2738,5800
"1990-03-30",2727,2823,2727,2821,7100
"1990-03-31",2765,2793,2739,2793,6100
"1990-04-02",2793,2793,2793,2793,1000
"1990-04-03",2780,2848,2739,2848,13300
"1990-04-04",2807,2834,2794,2807,35500
"1990-04-06",2876,2903,2793,2834,90600
"1990-04-07",2862,2903,2862,2903,79500
"1990-04-09",2903,2958,2863,2944,90900
"1990-04-10",2931,2944,2876,2917,43500
"1990-04-11",2917,2917,2889,2917,40200
"1990-04-12",2945,3055,2930,3054,310500
"1990-04-13",3081,3151,3081,3095,535300
"1990-04-14",3082,3095,3040,3068,82400
"1990-04-16",2986,3014,2931,2930,18000
"1990-04-17",2822,3027,2822,3013,80400
"1990-04-18",2958,2958,2945,2944,3600
"1990-04-19",2889,2903,2821,2834,15600
"1990-04-20",2889,2889,2766,2807,17100
"1990-04-21",2810,2878,2810,2876,32100
"1990-04-23",2807,2862,2779,2862,9300
"1990-04-24",2834,2862,2807,2807,12800
"1990-04-25",2807,2807,2752,2807,23900
"1990-04-26",2780,2780,2699,2726,31700
"1990-04-27",2807,2807,2670,2793,19000
"1990-04-28",2726,2726,2657,2656,8500
"1990-04-30",2549,2549,2549,2548,100
"1990-05-01",2657,2657,2547,2656,11900
"1990-05-03",2685,2768,2685,2766,28200
"1990-05-04",2834,2876,2821,2862,32700
"1990-05-07",2862,2862,2739,2793,10800
"1990-05-08",2670,2712,2670,2711,8800
"1990-05-09",2657,2740,2657,2671,23700
"1990-05-10",2670,2670,2562,2560,39900
"1990-05-11",2562,2577,2521,2548,36900
"1990-05-12",2561,2561,2464,2465,13900
"1990-05-14",2467,2467,2356,2383,26400
"1990-05-15",2328,2398,2275,2397,17500
"1990-05-16",2396,2507,2396,2505,20800
"1990-05-17",2533,2588,2533,2534,51000
"1990-05-18",2519,2519,2464,2465,13400
"1990-05-19",2467,2467,2439,2438,5100
"1990-05-21",2438,2519,2438,2520,13600
"1990-05-22",2533,2603,2520,2589,50200
"1990-05-23",2575,2616,2575,2589,19800
"1990-05-24",2588,2603,2588,2589,6000
"1990-05-25",2602,2602,2562,2601,5900
"1990-05-26",2589,2589,2562,2560,3400
"1990-05-28",2519,2562,2519,2560,9400
"1990-05-29",2574,2574,2574,2575,100
"1990-05-30",2574,2574,2574,2575,4000
"1990-05-31",2602,2602,2588,2601,12900
"1990-06-01",2616,2616,2574,2575,67800
"1990-06-02",2602,2602,2574,2575,17500
"1990-06-04",2562,2670,2562,2656,94600
"1990-06-05",2658,2658,2602,2601,24100
"1990-06-07",2588,2602,2588,2601,33000
"1990-06-08",2603,2603,2588,2589,33200
"1990-06-09",2575,2602,2575,2601,4200
"1990-06-11",2562,2575,2562,2560,8300
"1990-06-12",2535,2535,2494,2493,16100
"1990-06-13",2535,2535,2494,2493,8100
"1990-06-14",2492,2492,2451,2465,35800
"1990-06-15",2439,2521,2439,2452,7600
"1990-06-16",2534,2534,2466,2520,3900
"1990-06-18",2494,2494,2439,2438,3900
"1990-06-19",2439,2467,2439,2438,15100
"1990-06-20",2397,2397,2384,2383,6100
"1990-06-21",2328,2438,2328,2424,14900
"1990-06-22",2383,2423,2383,2424,11000
"1990-06-23",2464,2464,2464,2465,100
"1990-06-25",2466,2466,2398,2397,300
"1990-06-26",2371,2398,2371,2397,1400
"1990-06-27",2397,2397,2369,2383,19500
"1990-06-28",2371,2371,2329,2342,5700
"1990-06-29",2329,2329,2260,2260,5700
"1990-06-30",2246,2246,2178,2218,9000
"1990-07-02",2191,2259,2191,2218,3900
"1990-07-03",2261,2329,2261,2328,22500
"1990-07-04",2329,2329,2260,2260,9100
"1990-07-05",2232,2232,2219,2218,10300
"1990-07-06",2232,2232,2151,2218,23300
"1990-07-07",2260,2260,2260,2260,1900
"1990-07-09",2219,2219,2219,2218,3600
"1990-07-10",2219,2233,2219,2232,8100
"1990-07-11",2246,2246,2233,2232,17300
"1990-07-12",2233,2233,2191,2191,35600
"1990-07-13",2191,2191,2178,2191,25600
"1990-07-14",2178,2288,2178,2246,7400
"1990-07-16",2191,2233,2191,2232,5900
"1990-07-18",2232,2274,2232,2260,39700
"1990-07-19",2246,2246,2246,2246,100
"1990-07-20",2191,2219,2191,2218,6500
"1990-07-21",2233,2233,2233,2232,2200
"1990-07-23",2233,2233,2233,2232,0
"1990-07-24",2191,2274,2191,2273,1600
"1990-07-25",2261,2288,2261,2287,71800
"1990-07-26",2219,2219,2219,2218,100
"1990-07-27",2191,2218,2191,2191,14900
"1990-07-28",2191,2191,2191,2191,3800
"1990-07-30",2191,2191,2191,2191,0
"1990-07-31",2192,2219,2164,2205,32100
"1990-08-01",2219,2233,2219,2232,4500
"1990-08-02",2261,2261,2233,2232,2000
"1990-08-03",2205,2246,2205,2246,5800
"1990-08-04",2166,2166,2166,2164,1500
"1990-08-06",2233,2233,2233,2232,1200
"1990-08-07",2206,2233,2191,2232,39900
"1990-08-08",2205,2246,2205,2246,34600
"1990-08-09",2247,2260,2205,2260,39600
"1990-08-10",2246,2288,2246,2287,10900
"1990-08-11",2288,2288,2288,2287,2000
"1990-08-13",2288,2288,2206,2287,18800
"1990-08-14",2206,2288,2206,2287,21000
"1990-08-16",2288,2288,2288,2287,0
"1990-08-17",2205,2328,2205,2314,58700
"1990-08-18",2288,2288,2288,2287,0
"1990-08-20",2246,2246,2178,2177,3000
"1990-08-21",2178,2191,2178,2191,16100
"1990-08-22",2205,2246,2192,2246,66000
"1990-08-23",2260,2260,2191,2191,55700
"1990-08-24",2164,2164,2095,2095,27300
"1990-08-25",2040,2040,2040,2040,1000
"1990-08-27",2123,2123,2123,2122,1000
"1990-08-28",2233,2233,2233,2232,2000
"1990-08-29",2329,2329,2233,2232,700
"1990-08-30",2123,2191,2123,2191,29200
"1990-08-31",2123,2191,2123,2191,35300
"1990-09-01",2165,2191,2165,2191,8700
"1990-09-03",2192,2301,2192,2301,12000
"1990-09-04",2233,2246,2233,2232,3700
"1990-09-05",2206,2233,2138,2232,14600
"1990-09-06",2232,2232,2150,2150,20100
"1990-09-07",2122,2150,2054,2150,10600
"1990-09-08",2137,2137,2082,2136,1000
"1990-09-10",2137,2137,2137,2136,0
"1990-09-11",2081,2136,2081,2109,11500
"1990-09-12",2070,2070,2070,2069,600
"1990-09-13",2070,2070,2070,2069,7900
"1990-09-14",2070,2070,2070,2069,5200
"1990-09-15",2027,2027,2027,2026,2000
"1990-09-17",2012,2012,1944,1944,11300
"1990-09-18",1945,2015,1945,2013,33000
"1990-09-19",2015,2015,2015,2013,11500
"1990-09-20",1930,1930,1930,1930,3300
"1990-09-21",1849,1930,1849,1930,5300
"1990-09-22",1864,1919,1864,1918,2500
"1990-09-24",1930,1930,1930,1930,8500
"1990-09-25",1930,1930,1930,1930,2400
"1990-09-26",1931,1944,1931,1944,5800
"1990-09-27",1944,1944,1944,1944,9000
"1990-09-28",1945,1960,1945,1958,1200
"1990-09-29",1972,1985,1972,1985,9400
"1990-10-05",2013,2054,2013,2054,2600
"1990-10-06",2070,2070,2070,2069,29900
"1990-10-08",1958,2123,1958,2122,6800
"1990-10-10",2137,2137,2095,2095,10300
"1990-10-11",2109,2109,2095,2095,11200
"1990-10-12",2096,2123,2096,2122,5300
"1990-10-13",2150,2150,2137,2136,10000
"1990-10-15",2178,2191,2178,2177,9500
"1990-10-16",2178,2178,2137,2136,4900
"1990-10-17",2138,2193,2138,2164,4300
