"","StartPrice","HighPrice","LowPrice","EndPrice","Amount"
"1990-01-03",291363,305156,291363,305156,2300
"1990-01-04",305156,318948,293087,318948,5250
"1990-01-05",318948,322396,310328,318948,15800
"1990-01-06",317224,329292,317224,327569,55100
"1990-01-08",334464,341361,334464,341361,78400
"1990-01-09",348257,355153,346533,355153,90050
"1990-01-10",362049,370669,353429,367222,109700
"1990-01-11",358601,370669,356877,356877,72800
"1990-01-12",356877,362049,349981,362050,44600
"1990-01-13",362049,362049,353429,355153,11900
"1990-01-15",346533,353429,344809,348257,16650
"1990-01-16",346533,353429,343085,343085,25400
"1990-01-17",341361,343085,332740,339637,5400
"1990-01-18",337912,339637,332740,337913,8400
"1990-01-19",332740,337912,332740,337913,7500
"1990-01-20",336188,339637,336188,337913,14250
"1990-01-22",344809,351705,344809,346533,20300
"1990-01-23",346533,351705,337912,344809,15500
"1990-01-24",349981,362049,349981,362050,36000
"1990-01-25",370669,379290,367221,379290,97400
"1990-01-29",379290,386186,374117,384462,60700
"1990-01-30",382738,382738,372393,377566,21650
"1990-01-31",370669,377566,370669,377566,11600
"1990-02-01",372393,382738,372393,377566,41700
"1990-02-02",372393,379290,372393,374118,18800
"1990-02-03",374117,377566,374117,374118,10650
"1990-02-05",377566,377566,370669,375842,24250
"1990-02-06",362049,372393,362049,370670,14550
"1990-02-07",370669,370669,362049,362050,3150
"1990-02-08",362049,365497,362049,363774,28050
"1990-02-09",367221,381014,367221,375842,58250
"1990-02-10",377566,377566,372393,372394,8950
"1990-02-12",379290,379290,372393,375842,9250
"1990-02-13",374117,374117,368945,368946,12150
"1990-02-14",370669,375841,370669,372394,21350
"1990-02-15",375841,379290,374117,375842,21400
"1990-02-16",363773,375841,363773,372394,3800
"1990-02-17",370669,374117,370669,374118,10150
"1990-02-19",374117,374117,370669,374118,11350
"1990-02-20",374117,374117,370669,370670,9000
"1990-02-21",370669,370669,365497,367222,13350
"1990-02-22",363773,370669,363773,370670,16750
"1990-02-23",375842,387910,375842,387910,48750
"1990-02-24",398254,399978,389634,396531,77650
"1990-02-26",399978,399978,389634,394807,60700
"1990-02-27",391358,394806,387910,393082,37750
"1990-02-28",377566,393082,377566,389634,17100
"1990-03-02",389634,405150,384462,396531,235
"1990-03-03",391358,391358,391358,391358,1
"1990-03-05",391358,391358,379290,386186,72
"1990-03-06",379290,382738,377566,377566,33
"1990-03-07",379289,379289,368946,375842,112
"1990-03-08",372395,375843,368947,370670,105
"1990-03-09",368946,375842,367222,375842,310
"1990-03-12",377567,382739,370671,370670,901
"1990-03-13",365499,367223,362051,367222,132
"1990-03-14",365499,367223,365499,367222,68
"1990-03-15",365498,375842,365498,375842,151
"1990-03-16",375842,377566,370670,375842,147
"1990-03-17",375843,375843,372395,372394,58
"1990-03-19",375843,375843,370671,372394,132
"1990-03-20",377566,389634,374118,389634,348
"1990-03-21",387910,389634,375842,379290,159
"1990-03-22",382738,384462,379290,379290,157
"1990-03-23",370671,375843,370671,372394,23
"1990-03-24",372395,375843,372395,372394,90
"1990-03-26",372395,372395,372395,372394,45
"1990-03-27",372395,372395,367223,367222,193
"1990-03-28",367223,367223,363775,363774,96
"1990-03-29",363775,365499,362051,362050,170
"1990-03-30",363775,374119,363775,374118,55
"1990-03-31",365499,367223,365499,365498,156
"1990-04-02",374119,374119,370671,370670,76
"1990-04-03",370670,377566,367222,377566,78
"1990-04-04",375843,375843,370671,374118,105
"1990-04-06",372395,372395,370671,372394,133
"1990-04-07",370671,374119,370671,372394,178
"1990-04-09",374118,386186,374118,386186,1106
"1990-04-10",386186,398254,386186,394807,1646
"1990-04-11",394806,396530,384462,391358,571
"1990-04-12",387910,387910,379290,384462,329
"1990-04-13",386186,396530,386186,394807,879
"1990-04-14",399978,406874,399978,406875,1225
"1990-04-16",405150,410322,401702,403427,873
"1990-04-17",401702,410322,398254,398255,496
"1990-04-18",389634,389634,382738,389634,117
"1990-04-19",379291,381015,372395,372394,122
"1990-04-20",370670,386186,365498,386186,90
"1990-04-21",370670,381014,370670,381014,8
"1990-04-23",374119,379291,370671,370670,74
"1990-04-24",363775,365499,363775,365498,66
"1990-04-25",365499,365499,358603,362050,204
"1990-04-26",353431,353431,344811,344809,204
"1990-04-27",348259,362051,341363,358602,121
"1990-04-28",341363,355155,341363,355153,12
"1990-04-30",337913,337913,337913,337913,22
"1990-05-01",344811,351707,344811,351705,168
"1990-05-03",367223,368947,367223,368946,95
"1990-05-04",377566,386186,368946,386186,149
"1990-05-07",394806,394806,387910,387910,20
"1990-05-08",379292,384464,374119,374118,53
"1990-05-09",372395,372395,356879,365498,39
"1990-05-10",365499,365499,365499,365498,0
"1990-05-11",365499,365499,365499,365498,0
"1990-05-12",353431,353431,348259,348257,63
"1990-05-14",336188,336188,336188,336189,26
"1990-05-15",324120,324120,322396,322397,47
"1990-05-16",336188,336188,334464,336189,37
"1990-05-17",349983,349983,344811,349981,193
"1990-05-18",346535,360327,346535,358602,95
"1990-05-19",362051,362051,360327,360326,2
"1990-05-21",360327,360327,360327,360326,0
"1990-05-22",360327,377567,360327,362050,152
"1990-05-23",362051,362051,362051,362050,2
"1990-05-24",353431,358603,353431,358602,20
"1990-05-25",353431,358603,353431,358602,57
"1990-05-26",356879,356879,356879,356878,87
"1990-05-28",349983,349983,344811,349981,26
"1990-05-29",353431,353431,348259,353429,84
"1990-05-30",356879,370671,356879,370670,274
"1990-05-31",370670,387910,370670,384462,403
"1990-06-01",374118,384462,374118,384462,127
"1990-06-02",375842,377566,372394,377566,77
"1990-06-04",386186,386186,372394,386186,186
"1990-06-05",387910,389634,379290,387910,719
"1990-06-07",387910,396530,384462,387910,592
"1990-06-08",386186,391358,382738,391358,520
"1990-06-09",393082,405150,389634,405151,480
"1990-06-11",413772,413772,403426,406875,472
"1990-06-12",399978,403426,396530,396531,184
"1990-06-13",396530,396530,389634,394807,131
"1990-06-14",396530,396530,389634,389634,15
"1990-06-15",393082,393082,391358,391358,34
"1990-06-16",386186,393082,386186,393082,32
"1990-06-18",387910,387910,387910,387910,76
"1990-06-19",387910,389634,387910,389634,184
"1990-06-20",387910,387910,387910,387910,0
"1990-06-21",389634,393082,386186,393082,398
"1990-06-22",387910,387910,379290,387910,60
"1990-06-23",382738,387910,382738,387910,4
"1990-06-25",387910,387910,387910,387910,1
"1990-06-26",381014,394806,379290,381014,305
"1990-06-27",384462,384462,372394,377566,32
"1990-06-28",375843,375843,370671,370670,52
"1990-06-29",367223,367223,367223,367222,0
"1990-06-30",365499,365499,365499,365498,1
"1990-07-02",353431,356879,348259,356878,50
"1990-07-03",356879,374119,356879,374118,384
"1990-07-04",370671,382740,370671,374118,167
"1990-07-05",362051,368947,362051,362050,52
"1990-07-06",362051,362051,351707,360326,58
"1990-07-07",360327,360327,360327,360326,1
"1990-07-09",356879,356879,355155,356878,140
"1990-07-10",356879,356879,356879,356878,2
"1990-07-11",353431,353431,353431,353429,0
"1990-07-12",344811,344811,344811,344809,0
"1990-07-13",344811,344811,344811,344809,0
"1990-07-14",348259,348259,348259,348257,13
"1990-07-16",331017,343087,331017,343085,9
"1990-07-18",339639,349983,339639,349981,300
"1990-07-19",344811,349983,344811,349981,177
"1990-07-20",348259,348259,348259,348257,4
"1990-07-21",353431,353431,353431,353429,1
"1990-07-23",349983,349983,349983,349981,58
"1990-07-24",348259,348259,348259,348257,0
"1990-07-25",341363,348259,341363,348257,30
"1990-07-26",353431,353431,353431,353429,1
"1990-07-27",341363,346535,341363,346533,3
"1990-07-28",336189,348259,336189,348257,13
"1990-07-30",346535,346535,346535,346533,9
"1990-07-31",336189,344811,336189,344809,14
"1990-08-01",341363,348259,341363,344809,68
"1990-08-02",355155,355155,355155,355153,1
"1990-08-03",351707,351707,337913,337913,21
"1990-08-04",337913,346535,337913,346533,10
"1990-08-06",344811,344811,344811,344809,0
"1990-08-07",341363,341363,341363,341361,0
"1990-08-08",339639,339639,339639,339637,0
"1990-08-09",336188,336188,336188,336189,0
"1990-08-10",336189,344811,336189,344809,6
"1990-08-11",341363,341363,341363,341361,2
"1990-08-13",341363,341363,341363,341361,6
"1990-08-14",337913,337913,337913,337913,0
"1990-08-16",341363,341363,341363,341361,1
"1990-08-17",339639,341363,337913,339637,205
"1990-08-18",339639,339639,339639,339637,0
"1990-08-20",343087,344811,343087,344809,1
"1990-08-21",327568,327568,327568,327569,5
"1990-08-22",317224,327568,317224,327569,124
"1990-08-23",327568,327568,327568,327569,290
"1990-08-24",318948,318948,318948,318949,0
"1990-08-25",312052,312052,312052,312052,116
"1990-08-27",306880,325844,306880,325845,574
"1990-08-28",329293,339639,329293,339637,652
"1990-08-29",332740,332740,332740,332741,12
"1990-08-30",318948,327568,318948,318949,89
"1990-08-31",305156,318948,305156,318949,279
"1990-09-01",317224,317224,317224,317224,0
"1990-09-03",315500,329292,313776,324121,271
"1990-09-04",322396,322396,315500,315500,72
"1990-09-05",315500,315500,305156,305156,76
"1990-09-06",301709,301709,291365,293088,257
"1990-09-07",287917,293089,279297,279295,899
"1990-09-08",286505,291909,279297,281097,171
"1990-09-10",281099,281099,277495,277494,87
"1990-09-11",277495,288305,263079,282899,188
"1990-09-12",286505,286505,275693,282899,14
"1990-09-13",272089,272089,272089,272088,1
"1990-09-14",272088,272088,259474,259474,2
"1990-09-15",252267,252267,248665,248663,9
"1990-09-17",248665,248665,237852,248663,167
"1990-09-18",257672,259474,255870,259474,30
"1990-09-19",257672,266682,252266,257673,171
"1990-09-20",248665,248665,248665,248663,7
"1990-09-21",248665,248665,237853,237852,63
"1990-09-22",228843,241457,228843,241455,2
"1990-09-24",239655,252267,234249,243257,124
"1990-09-25",252266,252266,243258,252267,24
"1990-09-26",252266,252266,252266,252267,20
"1990-09-27",252266,252266,252266,252267,0
"1990-09-28",252266,252266,252266,252267,0
"1990-09-29",252266,259474,252266,259474,47
"1990-10-05",268486,268486,268486,268484,8
"1990-10-06",268486,268486,268486,268484,6
