"","StartPrice","HighPrice","LowPrice","EndPrice","Amount"
"1990-01-03",5215,5493,5215,5493,3784
"1990-01-04",5493,5655,5493,5632,13010
"1990-01-05",5400,5609,5400,5447,8685
"1990-01-06",5400,5493,5400,5401,3032
"1990-01-08",5447,5470,5331,5401,4207
"1990-01-09",5447,5493,5400,5447,7945
"1990-01-10",5516,5678,5423,5679,42380
"1990-01-11",5655,5655,5470,5470,23646
"1990-01-12",5470,5516,5400,5447,11165
"1990-01-13",5470,5470,5400,5424,6640
"1990-01-15",5377,5377,5284,5331,6323
"1990-01-16",5307,5331,5261,5331,10613
"1990-01-17",5284,5331,5215,5262,8603
"1990-01-18",5215,5307,5215,5308,3138
"1990-01-19",5238,5238,5168,5169,2915
"1990-01-20",5192,5215,5145,5169,3326
"1990-01-22",5215,5377,5215,5285,10201
"1990-01-23",5238,5331,5192,5192,8532
"1990-01-24",5284,5331,5238,5331,12505
"1990-01-25",5400,5423,5331,5331,23834
"1990-01-29",5261,5400,5261,5401,16759
"1990-01-30",5423,5447,5331,5424,18698
"1990-01-31",5331,5423,5331,5401,6194
"1990-02-01",5400,5447,5331,5447,37385
"1990-02-02",5423,5493,5377,5493,23611
"1990-02-03",5447,5516,5423,5517,16324
"1990-02-05",5516,5562,5400,5493,12035
"1990-02-06",5493,5539,5470,5517,11329
"1990-02-07",5516,5516,5447,5447,6311
"1990-02-08",5215,5470,5215,5378,11964
"1990-02-09",5423,5447,5377,5401,4819
"1990-02-10",5400,5423,5400,5401,4184
"1990-02-12",5331,5447,5331,5331,4290
"1990-02-13",5331,5377,5284,5285,6123
"1990-02-14",5284,5377,5284,5354,6875
"1990-02-15",5377,5447,5377,5447,11424
"1990-02-16",5447,5539,5400,5401,18475
"1990-02-17",5400,5516,5400,5447,11235
"1990-02-19",5493,5493,5400,5424,5359
"1990-02-20",5447,5470,5331,5378,4619
"1990-02-21",5331,5447,5331,5378,5771
"1990-02-22",5400,5400,5377,5378,5665
"1990-02-23",5377,5400,5331,5401,6593
"1990-02-24",5400,5400,5307,5378,4301
"1990-02-26",5331,5331,5284,5285,3067
"1990-02-27",5215,5400,5099,5401,5418
"1990-02-28",5354,5447,5354,5401,17605
"1990-03-02",5447,5493,5330,5401,35547
"1990-03-03",5400,5400,5377,5401,29552
"1990-03-05",5330,5377,5307,5332,16092
"1990-03-06",5330,5354,5330,5332,37186
"1990-03-07",5330,5330,5237,5239,3193
"1990-03-08",5191,5307,5191,5239,13244
"1990-03-09",5215,5262,5192,5262,15229
"1990-03-12",5215,5238,5192,5192,18636
"1990-03-13",5192,5215,5169,5192,30543
"1990-03-14",5191,5214,5168,5215,31707
"1990-03-15",5192,5262,5192,5262,25108
"1990-03-16",5238,5308,5238,5308,34426
"1990-03-17",5330,5330,5237,5239,2588
"1990-03-19",5215,5285,5169,5285,16738
"1990-03-20",5237,5330,5237,5332,23555
"1990-03-21",5330,5400,5307,5332,190721
"1990-03-22",5331,5331,5285,5285,19757
"1990-03-23",5238,5262,5192,5262,10526
"1990-03-24",5261,5261,5214,5239,11776
"1990-03-26",5191,5237,5191,5239,11260
"1990-03-27",5215,5238,5192,5192,20620
"1990-03-28",5192,5192,5169,5192,32226
"1990-03-29",5170,5216,5147,5169,15055
"1990-03-30",5285,5331,5146,5285,24073
"1990-03-31",5238,5308,5238,5308,81318
"1990-04-02",5307,5354,5261,5332,54830
"1990-04-03",5262,5448,5262,5448,105606
"1990-04-04",5447,5563,5354,5494,229676
"1990-04-06",5447,5447,5354,5355,52027
"1990-04-07",5354,5377,5307,5378,144993
"1990-04-09",5330,5400,5330,5378,36065
"1990-04-10",5377,5377,5284,5332,17040
"1990-04-11",5215,5354,5215,5355,45253
"1990-04-12",5331,5331,5238,5285,14409
"1990-04-13",5238,5285,5238,5262,26444
"1990-04-14",5237,5261,5237,5239,37014
"1990-04-16",5216,5216,5124,5146,30759
"1990-04-17",5145,5214,5145,5215,48791
"1990-04-18",5262,5262,5124,5123,10569
"1990-04-19",5100,5147,4891,4891,16825
"1990-04-20",4983,4983,4821,4821,21311
"1990-04-21",4798,4868,4775,4868,29336
"1990-04-23",4867,4867,4705,4821,19499
"1990-04-24",4775,4891,4775,4868,12769
"1990-04-25",4867,4867,4798,4821,23899
"1990-04-26",4821,4821,4635,4636,30370
"1990-04-27",4658,4774,4519,4775,33002
"1990-04-28",4566,4704,4566,4659,7334
"1990-04-30",4450,4450,4427,4428,27566
"1990-05-01",4473,4612,4473,4613,41370
"1990-05-03",4751,4798,4751,4798,7204
"1990-05-04",4984,5030,4868,5030,37403
"1990-05-07",5030,5169,4960,5030,39947
"1990-05-08",5030,5100,4914,5030,27178
"1990-05-09",5076,5076,4937,4984,21225
"1990-05-10",4867,4867,4774,4798,2761
"1990-05-11",4797,4868,4682,4752,34166
"1990-05-12",4751,4751,4612,4636,8887
"1990-05-14",4635,4635,4520,4636,27696
"1990-05-15",4635,4635,4427,4497,4529
"1990-05-16",4495,4681,4495,4682,12511
"1990-05-17",4774,4821,4681,4775,75235
"1990-05-18",4774,4844,4751,4798,82095
"1990-05-19",4774,4867,4774,4798,25064
"1990-05-21",4798,4845,4752,4845,7894
"1990-05-22",4913,4983,4913,4960,30845
"1990-05-23",4959,4983,4913,4960,38653
"1990-05-24",4960,5030,4960,5030,43355
"1990-05-25",5006,5076,4867,5076,46591
"1990-05-26",5099,5099,5076,5099,37403
"1990-05-28",5100,5124,5100,5123,76487
"1990-05-29",4984,5170,4984,5146,70575
"1990-05-30",5007,5147,5007,5146,32398
"1990-05-31",5192,5192,5099,5099,24805
"1990-06-01",5124,5193,5124,5146,26919
"1990-06-02",5145,5261,5098,5239,52372
"1990-06-04",5238,5285,5215,5262,56599
"1990-06-05",5284,5330,5214,5332,109013
"1990-06-07",5284,5377,5284,5355,55478
"1990-06-08",5330,5400,5284,5401,150687
"1990-06-09",5401,5425,5331,5425,113284
"1990-06-11",5354,5401,5262,5262,38868
"1990-06-12",5262,5285,5192,5285,51854
"1990-06-13",5192,5354,5192,5355,61734
"1990-06-14",5238,5354,5238,5355,56169
"1990-06-15",5261,5377,5261,5378,81059
"1990-06-16",5377,5425,5331,5425,83735
